행정구역별,산업별,산업코드,연도,지표,단위,값,지수
전 국,숙박 및 음식점업,55~56,2021,종사자수,명,2108073,100.0
전 국,정보통신업,58~63,2021,종사자수,명,831969,100.0
전 국,금융 및 보험업,64~66,2021,종사자수,명,710025,100.0
전 국,부동산업,68,2021,종사자수,명,702920,100.0
전 국,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,1404904,100.0
전 국,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,1300767,100.0
전 국,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,897295,100.0
전 국,교육 서비스업,85,2021,종사자수,명,1687025,100.0
전 국,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,2357153,100.0
전 국,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,421838,100.0
전 국,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,903839,100.0
서 울,전체 산업,0,2021,종사자수,명,5771226,100.0
서 울,"농업, 임업 및 어업",01~03,2021,종사자수,명,753,100.0
서 울,광업,05~08,2021,종사자수,명,135,100.0
서 울,제조업,10~34,2021,종사자수,명,267489,100.0
서 울,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,6873,100.0
서 울,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,10610,100.0
서 울,건설업,41~42,2021,종사자수,명,449060,100.0
서 울,도매 및 소매업,45~47,2021,종사자수,명,1009123,100.0
서 울,운수 및 창고업,49~52,2021,종사자수,명,274477,100.0
서 울,숙박 및 음식점업,55~56,2021,종사자수,명,424071,100.0
서 울,정보통신업,58~63,2021,종사자수,명,490621,100.0
서 울,금융 및 보험업,64~66,2021,종사자수,명,293681,100.0
서 울,부동산업,68,2021,종사자수,명,205378,100.0
서 울,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,597759,100.0
서 울,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,492983,100.0
서 울,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,161167,100.0
서 울,교육 서비스업,85,2021,종사자수,명,361663,100.0
서 울,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,450396,100.0
서 울,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,88491,100.0
서 울,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,186496,100.0
부 산,전체 산업,0,2021,종사자수,명,1544504,100.0
부 산,"농업, 임업 및 어업",01~03,2021,종사자수,명,2757,100.0
부 산,광업,05~08,2021,종사자수,명,85,100.0
부 산,제조업,10~34,2021,종사자수,명,213028,100.0
부 산,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,4130,100.0
부 산,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,7905,100.0
부 산,건설업,41~42,2021,종사자수,명,123951,100.0
부 산,도매 및 소매업,45~47,2021,종사자수,명,247220,100.0
부 산,운수 및 창고업,49~52,2021,종사자수,명,131749,100.0
부 산,숙박 및 음식점업,55~56,2021,종사자수,명,142912,100.0
부 산,정보통신업,58~63,2021,종사자수,명,21361,100.0
부 산,금융 및 보험업,64~66,2021,종사자수,명,48854,100.0
부 산,부동산업,68,2021,종사자수,명,47738,100.0
부 산,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,58661,100.0
부 산,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,78673,100.0
부 산,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,52452,100.0
부 산,교육 서비스업,85,2021,종사자수,명,104539,100.0
부 산,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,176077,100.0
부 산,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,22726,100.0
부 산,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,59686,100.0
대 구,전체 산업,0,2021,종사자수,명,1004563,100.0
대 구,"농업, 임업 및 어업",01~03,2021,종사자수,명,389,100.0
대 구,광업,05~08,2021,종사자수,명,23,100.0
대 구,제조업,10~34,2021,종사자수,명,169828,100.0
대 구,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,3308,100.0
대 구,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,4488,100.0
대 구,건설업,41~42,2021,종사자수,명,75353,100.0
대 구,도매 및 소매업,45~47,2021,종사자수,명,159185,100.0
대 구,운수 및 창고업,49~52,2021,종사자수,명,56222,100.0
대 구,숙박 및 음식점업,55~56,2021,종사자수,명,88808,100.0
대 구,정보통신업,58~63,2021,종사자수,명,16564,100.0
대 구,금융 및 보험업,64~66,2021,종사자수,명,30442,100.0
대 구,부동산업,68,2021,종사자수,명,30461,100.0
대 구,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,34582,100.0
대 구,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,43132,100.0
대 구,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,34447,100.0
대 구,교육 서비스업,85,2021,종사자수,명,81948,100.0
대 구,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,118579,100.0
대 구,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,15432,100.0
대 구,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,41372,100.0
인 천,전체 산업,0,2021,종사자수,명,1223448,100.0
인 천,"농업, 임업 및 어업",01~03,2021,종사자수,명,648,100.0
인 천,광업,05~08,2021,종사자수,명,510,100.0
인 천,제조업,10~34,2021,종사자수,명,250357,100.0
인 천,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,4644,100.0
인 천,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,7859,100.0
인 천,건설업,41~42,2021,종사자수,명,87370,100.0
인 천,도매 및 소매업,45~47,2021,종사자수,명,173100,100.0
인 천,운수 및 창고업,49~52,2021,종사자수,명,95243,100.0
인 천,숙박 및 음식점업,55~56,2021,종사자수,명,103117,100.0
인 천,정보통신업,58~63,2021,종사자수,명,14909,100.0
인 천,금융 및 보험업,64~66,2021,종사자수,명,22697,100.0
인 천,부동산업,68,2021,종사자수,명,32906,100.0
인 천,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,43353,100.0
인 천,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,64731,100.0
인 천,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,43612,100.0
인 천,교육 서비스업,85,2021,종사자수,명,79359,100.0
인 천,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,135496,100.0
인 천,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,19310,100.0
인 천,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,44227,100.0
광 주,전체 산업,0,2021,종사자수,명,676261,100.0
광 주,"농업, 임업 및 어업",01~03,2021,종사자수,명,441,100.0
광 주,광업,05~08,2021,종사자수,명,40,100.0
광 주,제조업,10~34,2021,종사자수,명,87325,100.0
광 주,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,3243,100.0
광 주,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,2628,100.0
광 주,건설업,41~42,2021,종사자수,명,75298,100.0
광 주,도매 및 소매업,45~47,2021,종사자수,명,96138,100.0
광 주,운수 및 창고업,49~52,2021,종사자수,명,37571,100.0
광 주,숙박 및 음식점업,55~56,2021,종사자수,명,55002,100.0
광 주,정보통신업,58~63,2021,종사자수,명,12868,100.0
광 주,금융 및 보험업,64~66,2021,종사자수,명,21775,100.0
광 주,부동산업,68,2021,종사자수,명,25559,100.0
광 주,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,24650,100.0
광 주,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,31891,100.0
광 주,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,23436,100.0
광 주,교육 서비스업,85,2021,종사자수,명,51491,100.0
광 주,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,87414,100.0
광 주,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,11555,100.0
광 주,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,27936,100.0
대 전,전체 산업,0,2021,종사자수,명,688457,100.0
대 전,"농업, 임업 및 어업",01~03,2021,종사자수,명,403,100.0
대 전,광업,05~08,2021,종사자수,명,27,100.0
대 전,제조업,10~34,2021,종사자수,명,67179,100.0
대 전,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,2187,100.0
대 전,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,4596,100.0
대 전,건설업,41~42,2021,종사자수,명,60430,100.0
대 전,도매 및 소매업,45~47,2021,종사자수,명,100570,100.0
대 전,운수 및 창고업,49~52,2021,종사자수,명,34615,100.0
대 전,숙박 및 음식점업,55~56,2021,종사자수,명,58203,100.0
대 전,정보통신업,58~63,2021,종사자수,명,20059,100.0
대 전,금융 및 보험업,64~66,2021,종사자수,명,18953,100.0
대 전,부동산업,68,2021,종사자수,명,18629,100.0
대 전,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,57526,100.0
대 전,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,44752,100.0
대 전,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,30151,100.0
대 전,교육 서비스업,85,2021,종사자수,명,58903,100.0
대 전,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,73371,100.0
대 전,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,10681,100.0
대 전,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,27222,100.0
울 산,전체 산업,0,2021,종사자수,명,543984,100.0
울 산,"농업, 임업 및 어업",01~03,2021,종사자수,명,404,100.0
울 산,광업,05~08,2021,종사자수,명,275,100.0
울 산,제조업,10~34,2021,종사자수,명,177408,100.0
울 산,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,2789,100.0
울 산,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,2752,100.0
울 산,건설업,41~42,2021,종사자수,명,38416,100.0
울 산,도매 및 소매업,45~47,2021,종사자수,명,56293,100.0
울 산,운수 및 창고업,49~52,2021,종사자수,명,30470,100.0
울 산,숙박 및 음식점업,55~56,2021,종사자수,명,44953,100.0
울 산,정보통신업,58~63,2021,종사자수,명,4822,100.0
울 산,금융 및 보험업,64~66,2021,종사자수,명,11378,100.0
울 산,부동산업,68,2021,종사자수,명,11608,100.0
울 산,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,19828,100.0
울 산,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,21195,100.0
울 산,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,17797,100.0
울 산,교육 서비스업,85,2021,종사자수,명,35027,100.0
울 산,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,42954,100.0
울 산,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,7433,100.0
울 산,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,18182,100.0
세 종,전체 산업,0,2021,종사자수,명,152974,100.0
세 종,"농업, 임업 및 어업",01~03,2021,종사자수,명,294,100.0
세 종,광업,05~08,2021,종사자수,명,83,100.0
세 종,제조업,10~34,2021,종사자수,명,21081,100.0
세 종,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,887,100.0
세 종,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,783,100.0
세 종,건설업,41~42,2021,종사자수,명,9829,100.0
세 종,도매 및 소매업,45~47,2021,종사자수,명,13772,100.0
세 종,운수 및 창고업,49~52,2021,종사자수,명,5462,100.0
세 종,숙박 및 음식점업,55~56,2021,종사자수,명,12353,100.0
세 종,정보통신업,58~63,2021,종사자수,명,2975,100.0
세 종,금융 및 보험업,64~66,2021,종사자수,명,1944,100.0
세 종,부동산업,68,2021,종사자수,명,6005,100.0
세 종,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,8915,100.0
세 종,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,5546,100.0
세 종,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,24610,100.0
세 종,교육 서비스업,85,2021,종사자수,명,17491,100.0
세 종,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,13119,100.0
세 종,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,2830,100.0
세 종,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,4995,100.0
경 기,전체 산업,0,2021,종사자수,명,5994570,100.0
경 기,"농업, 임업 및 어업",01~03,2021,종사자수,명,8262,100.0
경 기,광업,05~08,2021,종사자수,명,1497,100.0
경 기,제조업,10~34,2021,종사자수,명,1373285,100.0
경 기,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,15557,100.0
경 기,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,34744,100.0
경 기,건설업,41~42,2021,종사자수,명,421535,100.0
경 기,도매 및 소매업,45~47,2021,종사자수,명,909374,100.0
경 기,운수 및 창고업,49~52,2021,종사자수,명,325661,100.0
경 기,숙박 및 음식점업,55~56,2021,종사자수,명,468186,100.0
경 기,정보통신업,58~63,2021,종사자수,명,176080,100.0
경 기,금융 및 보험업,64~66,2021,종사자수,명,101121,100.0
경 기,부동산업,68,2021,종사자수,명,180814,100.0
경 기,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,343646,100.0
경 기,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,269408,100.0
경 기,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,152228,100.0
경 기,교육 서비스업,85,2021,종사자수,명,390147,100.0
경 기,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,510794,100.0
경 기,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,108123,100.0
경 기,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,204108,100.0
강 원,전체 산업,0,2021,종사자수,명,714310,100.0
강 원,"농업, 임업 및 어업",01~03,2021,종사자수,명,5309,100.0
강 원,광업,05~08,2021,종사자수,명,4173,100.0
강 원,제조업,10~34,2021,종사자수,명,64204,100.0
강 원,"전기, 가스, 증기 및 공기조절 공급업",35,2021,종사자수,명,9007,100.0
강 원,"수도, 하수 및 폐기물 처리, 원료 재생업",36~39,2021,종사자수,명,5629,100.0
강 원,건설업,41~42,2021,종사자수,명,76558,100.0
강 원,도매 및 소매업,45~47,2021,종사자수,명,92079,100.0
강 원,운수 및 창고업,49~52,2021,종사자수,명,30678,100.0
강 원,숙박 및 음식점업,55~56,2021,종사자수,명,96148,100.0
강 원,정보통신업,58~63,2021,종사자수,명,9810,100.0
강 원,금융 및 보험업,64~66,2021,종사자수,명,19536,100.0
강 원,부동산업,68,2021,종사자수,명,14577,100.0
강 원,"전문, 과학 및 기술 서비스업",70~73,2021,종사자수,명,21488,100.0
강 원,"사업시설 관리, 사업 지원 및 임대 서비스업",74~76,2021,종사자수,명,26643,100.0
강 원,"공공행정, 국방 및 사회보장 행정",84,2021,종사자수,명,47857,100.0
강 원,교육 서비스업,85,2021,종사자수,명,56810,100.0
강 원,보건업 및 사회복지 서비스업,86~87,2021,종사자수,명,80518,100.0
강 원,"예술, 스포츠 및 여가관련 서비스업",90~91,2021,종사자수,명,21989,100.0
강 원,"협회 및 단체, 수리 및 기타 개인 서비스업",94~96,2021,종사자수,명,31297,100.0
충 북,전체 산업,0,2021,종사자수,명,817324,100.0
